original,original_token_count,compressed,compressed_token_count
"Classify each of the following teams as college or professional: Florida Gators, Miami Marlins, Miami Hurricanes, Jacksonville Jaguars, Georgia Bulldogs, Atlanta Braves, Tampa Rays",43,"Classify each of following teams as college or professional: Florida Gators, Miami Marlins, Miami Hurricanes, Jacksonville Jaguars, Georgia Bulldogs, Atlanta Braves, Tampa Rays",42
"Identify which animal species is alive or extinct: Puertasaurus, Southern rockhopper penguin",23,"Alive or extinct: Puertasaurus, Southern rockhopper penguin",18
Give me a bulleted list of the 7 most recent UPenn Presidents,19,Bulleted list of 7 most recent UPenn presidents,14
What is the difference between an asset and a liability.,12,Difference between asset and liability,5
What were all the earlier names for the city presently known as Chennai?,15,List all former names of Chennai,6
With which countries does Indonesia share borders?,8,Which countries border Indonesia,4
Who was Roy Cameron? When and where did he work?,13,Who was Roy Cameron? When and where did he work,12
Tell me about the history of how the NBA started?,11,Origins of NBA,4
How does meditation help?,5,How meditation helps,3
"Classify each score as ""Under Par"" or ""Over Par"" in golf: Eagle, Bogey, Double Eagle, Hole in One, Triple Bogey, Birdie",40,"Classify golf scores as Under Par or Over Par: Eagle, Bogey, Double Eagle, Hole in One, Triple Bogey, Birdie",33
Where is Ecsenius tessera commonly found?,13,Ecsenius tessera distribution,9
What are three crafts with a wire coat hanger?,12,Three crafts using wire coat hanger,7
Why did Rome have so many bad emperors?,12,Why so many bad Roman emperors,9
Who won the India’s highest literary award 56th Jnanpith award,17,Who won 56th Jnanpith Award,10
What is the best NFL football team of all time?,11,Best NFL team of all time,6
Please give me a summary of what AES-GCM is and what are its inputs and outputs.,24,"AES-GCM: summary, inputs, outputs",13
Where should you visit in Belize if you are looking for a nice beach?,17,Best beaches to visit in Belize,6
What is Credit scoring?,5,Credit scoring,2
How much energy is released in a deuterium-tritium fusion reaction?,19,Energy released per D-T fusion reaction,9
"If there are only two genera remaining, what happened to the other 24?",15,"If 2 genera remain, what happened to other 24",10
Which sea on Earth has no beaches,7,Which sea on Earth has no beaches,7
What year did the Titanic sink?,8,What year did Titanic sink,6
Where should I go on my honeymoon?,8,Honeymoon destination,5
What is A State of Trance?,8,What is State of Trance,6
"Tell me if these are TV shows or Movies: Breaking Bad, Dexter, Game of thrones, Fight Club.",30,"TV shows or Movies: Breaking Bad, Dexter, Game of thrones, Fight Club",23
"Given these paragraphs about battery storage power stations, how much was able to store and dispatch the first phase of Vistra Energy's Moss Landing Energy Storage Facility?",36,"From battery storage paragraphs, how much did Vistra Energy's Moss Landing Energy Storage Facility first phase store and dispatch",26
"Given the introduction of ChatGPT, tell me how many releases there are since the fist launch and when they were launched.",27,"Since ChatGPT's introduction, how many releases have there been and when were they launched",19
Please give me a short bulleted list of the theories that explain different aspects of the relationship between the work and family life made in this passage.,31,Provide short bulleted list of theories on work–family relationship described in this passage,17
"Classify each of the following as either a natural hair color or a grocery store bakery brand: Hostess, blonde, brunette, Betty Crocker, Pilsbury, red, black, Entenmann's",49,"Classify as natural hair color or grocery store bakery brand: Hostess, blonde, brunette, Betty Crocker, Pilsbury, red, black, Entenmann's",40
Where is Mount Everest?,6,Mount Everest location,4
What is a good anime to watch for someone who has never watched anime before?,17,Best anime for first-time viewers,7
What is the SECA Art Award?,8,What is SECA Art Award,6
Why is wine country in Northern California a great place to travel?,14,Why is Northern California wine country great travel destination,9
"Identify which instrument is string or percussion: Cowbell, Crwth",16,"Classify Cowbell, Crwth as string or percussion",13
"Classify each as a chip or a cracker: Goldfish, Doritos, Cheez-It, Cheetos.",32,"Chip or cracker: Goldfish, Doritos, Cheez-It, Cheetos",23
How important is pilot communication with a non-towered controlled airport?,16,How important is pilot comms at non-towered airports,16
What are four creative ways to use a chess set besides playing chess?,20,Four creative uses for chess set besides playing chess,14
"Identify which instrument is string or percussion: Kepyak, Koto",16,"Kepyak, Koto: string or percussion",11
What is your biggest pet peeve when using email filters to organize your Inbox?,18,Your biggest pet peeve with email filters for Inbox organization,13
Who is the company Sonova,6,Who is Sonova,4
Which NFL team has the most Super Bowl championship wins?,11,NFL team with most Super Bowl wins,7
"Classify each of the following among a country, a continent, both, none:  america, north america, australia, london, india, china",36,"Classify as country/continent/both/none: america, north america, australia, london, india, china",29
What team has won the most Stanley Cups?,10,Team with most Stanley Cups,6
What should I eat when I visit South India ?,12,What should I eat when I visit South India,10
Describe ZMOT (Zero moment of truth) and how it differs from the 3-step model of marketing that was prevalent at the time of its introduction.,35,Describe ZMOT (Zero Moment of Truth) and contrast it with 3-step marketing model prevalent when ZMOT was introduced,28
When was MIT founded?,6,MIT founding date,4
"What are the four seasons, and what month does each season start in New York City?",18,List four seasons and start month for each in New York City,12
A dialogue between two characters discussing the impact of social media on their lives. Both positive and negative points,20,"Dialogue between two characters about social media's impact on their lives, positives and negatives",20
"Tell me which of these are served hot or cold: soup, ice cream, potato salad, mashed potatoes, cake, cheese platter",28,"Which of these are served hot or cold: soup, ice cream, potato salad, mashed potatoes, cake, cheese platter",26
Where do the Kardashians live?,7,Where do Kardashians live,5
Name some of the bravolebrities from The Real Housewives of Dubai,17,Name some Real Housewives of Dubai bravolebrities,13
"Which of the following numbers are odd and which are even: 1, 35, 72, 64, 103, 29, 16, 41, 22",27,"Odd/even: 1, 35, 72, 64, 103, 29, 16, 41, 22",20
Name five fire Pokemon.,5,Name five fire Pokemon,4
Extract from the text the various names that the Six Nations Championship has had throughout history with the beginning and end dates for each name and list them using bullet points ordered by beginning dates in the format {Beginning Date} / {End Date} - {Name},59,"From text, list all historical names of Six Nations Championship with their start/end dates, in bullet points sorted by start date, format: {Start Date} / {End Date} - {Name}",49
"Historically, what are the largest animals on earth? Please include dinosaurs",15,Historically largest animals on Earth; include dinosaurs,10
What is the Azure equivalent of EKS?,9,Azure equivalent of EKS,5
How has McDonald's target audience changed over time?,11,How has McDonald's target audience changed over time,10
What hemispheres is the United States in?,12,US hemispheres,6
What are some good flowers to plant in Hardiness Zone 7?,13,Flowers to plant in Zone 7,6
Why did the cow jump over the moon?,9,Why did cow jump over moon,6
What film won Best Picture at the 95th Academy Awards in 2023?,15,Best Picture winner at 95th Academy Awards (2023),11
What are some dishes that avocados can be used in?,12,Dishes with avocados,6
"Given this paragraph about a singer, what was Rihanna's first album?",18,Paragraph about singer: Rihanna's first album,12
Who is TIME,4,Who is TIME,4
"For Bronze layer, how do you suggest handling the data sources that are coming as JSON/CSV/Avro, etc. (Onprem SQL data imported as json via Azure Data Factory into ADLS Or API Calls that return JSON) Should that be stored without processing in bronze layer in ADLS/Process them and store as Delta in bronze or should we have a pre bronze layer?",87,"Bronze layer: handle JSON/CSV/Avro sources (onprem SQL via ADF into ADLS as JSON, or API JSON). Store raw in Bronze ADLS, or process to Delta in Bronze, or add pre-Bronze layer",55
Who is using Spark in production?,7,Who uses Spark in production,5
"Identify which instrument is string or percussion: Derkach, Lyra",17,"Derkach, Lyra: string or percussion",12
"Identify which instrument is string or woodwind: Gravikord, Heckelphone",18,Gravikord: string; Heckelphone: woodwind,13
Classify each of these movies as being for adults or for kids.,14,Classify these movies as adults or kids,8
What religion is the oldest in the world?,9,Oldest religion in world,5
"Given a reference text about Stevan L. Davies, tell me where he went to college.",21,"From Stevan L. Davies reference, where did he go to college",15
what traditional process does Cyber PHA follow given this information?,12,Which traditional process does Cyber PHA follow per info,10
"Classify the movies based on whether they were released in 2001 or 2002.

Albela, Lagaan, Kabhi Khushi Kabhie Gham, Hum Tumhare Hain Sanam, Devdas, Na Tum Jaano Na Hum",59,"Classify following movies by release year (2001 or 2002): Albela, Lagaan, Kabhi Khushi Kabhie Gham, Hum Tumhare Hain Sanam, Devdas, Na Tum Jaano Na Hum",56
"Provide key stats about Venus in a bulleted list including days to orbit the sun, mean temperature, number of moons orbiting the planet, and primary element in its atmosphere",38,"Venus key stats: orbital period (days), mean temperature, number of moons, primary atmospheric element; bulleted list",28
"What are some of the must-visit places in Tohoku, Japan?",17,"Tohoku, Japan must-visit places",10
Why is the SEC the best football conference in America?,12,Why is SEC best college football conference,8
"Classify the animals based on their food habits.
Lion, Tiger, Cow, Goat, Deer",22,"Classify animals by diet: Lion, Tiger, Cow, Goat, Deer",17
Which member of *NSYNC was a replacement for another who quit before they got big?,20,Which member of *NSYNC replaced member who quit before they got big,15
What are fun activities to do with a toddler in Los Angeles?,14,Fun toddler activities in Los Angeles,6
Did Thomas Attewell bat with a right or left hand?,15,Thomas Attewell bats right or left,10
Which of the numbers 1 through 10 are prime numbers?,11,Primes 1-10,4
Give me a list of 10 books on building better habits,12,List 10 books on building better habits,7
How should I sleep train my baby?,8,How to sleep train baby,5
List the Hindi television series by Ekta Kapoor.,14,List Hindi TV series by Ekta Kapoor,12
What's one way biotechnology was used in world war one?,14,One way biotechnology was used in WWI,9
Where does Delta Lake store the data?,8,Where does Delta Lake store data,6
"Classify the cities based on whether they are located in South Georgia and South Sandwich Islands or Dominican Republic.
Santiago, Santo Domingo Este, Santo Domingo, Grytviken",43,Santiago — Dominican Republic Santo Domingo Este — Dominican Republic Santo Domingo — Dominican Republic Grytviken — South Georgia and South Sandwich Islands,40
Give me a list of the best true crime podcast to listen to,14,List of best true crime podcasts,7
what are ISO compliant crypto currencies?,8,Which ISO-compliant cryptocurrencies,7
Why is Captain America Steve Rogers the leader of the Avengers?,13,Why is Captain America Steve Rogers leader of Avengers,10
Explain to your 6 year son why its ok to fail few times only to get better later,19,Explain to your 6 year son why its ok to fail few times only to get better later,19
"Identify which animal species is alive or extinct: Sivatherium, Bowhead Whale",19,"Alive or extinct: Sivatherium, Bowhead Whale",14
what is typical enterprise sales person comp mix between base and commission?,13,Typical enterprise sales comp mix: base vs commission,12
please tell me about the golden gate bridge without quoting directly from this text,16,please tell me about golden gate bridge without quoting directly from this text,15
"Based on the following passage, what did Albert Einstein publish in 1905?",16,"From passage, what did Einstein publish in 1905",11
"What is ""strokes gained"" in golf?",10,What is strokes gained in golf,7
Which is a species of fish? Boar or Boarfish,14,Which is species of fish? Boar or Boarfish,12
last 5 prime minister of India,6,last 5 Indian PMs,5
What is transistor technology?,5,Transistor technology,4
Tell me about the plot to Harry Potter,8,Harry Potter plot,3
In what year did Endless Nights come out?,11,Endless Nights release year,6
What kind of disease is wheat mildew,9,What disease is wheat mildew,7
Please give me a comma separated list of the countries that signed the North Atlantic Treaty in April 1949 given the text below,28,Comma-separated list of NATO founding signatories (April 1949) from text below,22
Where is the Kilo railway station,7,Kilo railway station location,5
"Classify the Disney movie characters into the movies that they appeared in.
Anna, Mufasa, Kristoff, Nemo, Scar, Simba, Dory",36,"Classify Disney movie characters by their films: Anna, Mufasa, Kristoff, Nemo, Scar, Simba, Dory",31
What is the best color ?,7,Best color,2
"Given this paragraph about Aronia, what is another name for the plant and where were they first cultivated?",22,"From this Aronia paragraph, give plant's alternative name and where it was first cultivated",19
What does Thai Songkran festival represents and how many days does it last?,16,What does Thai Songkran festival represents and how many days does it last,15
Does Spark support JavaScript?,6,Spark JavaScript support,4
What are toe beans?,6,Toe beans,3
Tell me about the career of David Allen Laycock,10,David Allen Laycock career,5
What is the Spengler Cup,7,Spengler Cup definition,5
Give me a list of scientists who influenced the work of Albert Einstein,16,List scientists who influenced Albert Einstein,8
What kind of bears can you see in the Katmai National Park and Preserve?,19,What bear species are in Katmai National Park and Preserve,13
How many voyages did Columbus lead to America?,10,How many voyages did Columbus lead to America,9
Which country produces the most wine on an annual basis?,11,Which country produces most wine annually,6
How many sinking ships did Violet Jessop survive? Be precise.,17,Two (Titanic and Britannic),11
"Label each of the following as either a movie or a documentary: RRR, John Wick, Man on Wire, Creed, Our Planet, Tales by Light, Luther, Becoming.",43,"Label as movie or documentary: RRR, John Wick, Man on Wire, Creed, Our Planet, Tales by Light, Luther, Becoming",33
What is a beard?,7,What is beard,4
Extract the different ways of dealing with underfitting mentioned in the text,14,List all approaches to addressing underfitting mentioned in text,12
What is India's rank in Global Gender Gap Index 2022,15,What is India's rank in Global Gender Gap Index 2022,15
Who did the French national football team play against in the last 3 matches of the 2018 World Cup and how did the matches turn out?,27,France's last 3 2018 World Cup matches: opponents and results,13
Was Tyler Thompson a diplomat,6,Was Tyler Thompson diplomat,4
Prepare the count of trains which serves Mount Prospect for each day in a week starting with Monday. Use the format “Day-Count” and each entry should be in a new line.,39,Provide Mount Prospect train counts Mon–Sun; format 'Day-Count'; one entry per line,22
Who won the 1974 Nobel Memorial Prize in Economic Sciences?,11,1974 Nobel Memorial Prize in Economic Sciences winner,8
"Which of these are most likely to be found in a hotel room: lamp, bed, gerbil, coffee pot, dishwasher, ancient relic?",33,"Which of lamp, bed, gerbil, coffee pot, dishwasher, ancient relic are most likely to be found in hotel room",28
What are the most common food allergies?,8,Most common food allergies,4
How large are elephant eggs?,6,Elephant eggs size,3
What is Star Alliance,4,What is Star Alliance,4
My trophy does not fit my suitcase because it is to big.  I need to travel.  What could I do?,23,My trophy won’t fit my suitcase; it’s too big. I need to travel. What could I do,24
Who is the lead singer of the Gorillaz?,11,Gorillaz lead singer,5
Which is the most popular Italian Song Festival,8,Italy's most popular song festival,7
What professional football team play in red and blue and are based in south london?,20,Which pro football team in South London wears red and blue,12
"Given this paragraph about John C. Young, where did he go to college?",17,"From John C. Young paragraph, where did he go to college",14
What is Edison famous for?,6,What is Edison famous for,5
How can I thicken my soup recipe?,9,How to thicken my soup recipe,7
How do you thicken bolognese sauce?,12,Thicken bolognese sauce,8
What did Franz Beckenbauer call Bobby Moore?,11,What did Franz Beckenbauer call Bobby Moore,10
"What is the difference between a fried egg prepared ""sunny-side-up"" and an egg prepared ""over-easy""?",31,Difference between sunny-side-up and over-easy eggs,12
"In the given text, List down some important points about Pope Adrian V",14,"From text, list key points on Pope Adrian V",10
"From the given text, write some important points about guitar's vibrato system",17,"From given text, write some important points about guitar's vibrato system",16
"Given a reference text about Chadwick, Illinois, tell me median family income and the percent of families below the poverty line.",27,"From Chadwick, Illinois reference text, provide median family income and percent of families below poverty line",20
How does a push rod internal combustion engine work?,11,How does push rod internal combustion engine work,8
When was bowling believed to have been invented?,10,When was bowling believed to be invented,8
"Identify which instrument is string or percussion: Tsuzumi, Auto-harp",20,"Identify which instrument is string or percussion: Tsuzumi, Auto-harp",20
How can I support a loved one going through anxiety and depression?,14,Ways to support loved one with anxiety and depression,10
Why is standard guitar tuning EADGBE?,10,Why standard EADGBE guitar tuning,8
What characterizes turbulent flow,6,What characterizes turbulent flow,6
"Based on the provided text, In what year did the National Gallery of Ireland open its doors to the public and what kind of art is it known for?",31,"From provided text, when did National Gallery of Ireland open to public, and what art is it known for",21
"Based on this paragraph about the early career of John C. Young (pastor), after the resignation of which whom was Young offered the presidency of Centre College in Danville, Kentucky?",38,"From paragraph on John C. Young (pastor)'s early career, after whose resignation was he offered Centre College's presidency in Danville, Kentucky",35
Which characters belong to DC or Marvel Universe? Deadpool or Deadstroke,14,"DC or Marvel? Deadpool, Deadstroke",9
Which is a species of fish? Snapper or Tapper,13,Fish species: Snapper or Tapper,8
"Identify the bird from the list: Cockroach, Hawfinch, Humpback whale",21,"Identify bird among Cockroach, Hawfinch, Humpback whale",17
What famous surfers have died while surfing?,9,Which famous surfers died while surfing,7
How do you fix a puncture on a Mountain Bike?,15,How to repair mountain bike tire puncture,8
"I have wine tasting plans for the weekend , give me some tips so that I look like an expert",21,Weekend wine tasting plans; tips to appear expert,9
"Extract the retirement age in France, Germany, Sweden, Austria, and Poland for men and women.",20,"Extract retirement age in France, Germany, Sweden, Austria, and Poland for men and women",18
Bowling achievements of Andrew Kyle,6,Andrew Kyle bowling achievements,5
How to people buy parts for classic cars that are no longer in production?,15,How do people buy parts for classic cars out of production,11
"If you were to design a pantheon, how many gods or deities would you include?",22,Pantheon design: how many deities would you include,12
Extract the theories for why the Mary Celeste was abandoned.,12,List theories on why Mary Celeste was abandoned,9
"If you could change one thing about this world, what would it be and why?",17,"What one thing would you change about world, and why",11
What are the futures?,6,What are futures,4
What are agents in the matrix and what is their relationship to sentinels?,16,Agents in Matrix; relation to Sentinels,13
What kind of grand prix is the 1932 Australian Grand Prix,12,What kind of grand prix is 1932 Australian Grand Prix,11
How was the San Francisco bay created?,8,How was San Francisco Bay formed,6
Could you describe who is BNP Paribas (BNPP)?,15,Describe BNP Paribas (BNPP),11
Find the four eye shapes on Maitum anthropomorphic pottery and separate them with a comma,24,"Maitum anthropomorphic pottery: four eye shapes, comma-separated",22
Can dogs talk?,4,Can dogs talk,3
Give me a list of some US Army training schools,11,List some US Army training schools,6
What is a snowball?,7,Snowball,2
"Of the living animal species which have been described, which group has the most?",16,Which animal group has most described living species,8
Extract the names of the islands located on the Central Group of the Azores plateau from the text. Separate them with a comma.,31,"Extract Central Group, Azores plateau islands from text; comma-separated",20
List five titles by Jules Vernes.,9,List five titles by Jules Vernes,8
When does human life begin?,6,When does human life begin,5
"Which of these drinks are caffeinated: water, coffee, tea, laptop, orange juice, lemonade, pre workout.",28,"Which of these drinks are caffeinated: water, coffee, tea, laptop, orange juice, lemonade, pre workout",27
"Give me a list of the best animals one can have for a pet, starting with the best pet first.",24,"Provide ranked list of best pets, starting with best",11
What are three popular women's fashion rental services?,11,Three popular women's fashion rental services,8
How can you take good star photos?,8,How to take good star photos,6
What are the advantages of using a keyboard and mouse for first person shooters when gaming on a PC?,23,Advantages of keyboard and mouse for FPS games on PC,12
What are the benefits of minimally-invasive orthopedic surgery?,12,Benefits of minimally invasive orthopedic surgery,9
What is the movie The Airzone Solution,8,Airzone Solution movie,4
What are the best things to do when visiting Los Angeles?,12,Best things to do when visiting Los Angeles,8
What is the difference between a GPU and a CPU?,13,Difference between GPU and CPU,5
How do you juggle?,8,How to juggle,6
"distinguish the following famous people as authors and dancers:
Gregory Hines
Danielle Steele
JK Rowling
Lee Child
Patrick Swayze
Martha graham
Leo Tolstoy
Michael Flatly
Paulo Cohelo
Michael Jackson",51,"Classify these as authors or dancers: Gregory Hines, Danielle Steele, JK Rowling, Lee Child, Patrick Swayze, Martha graham, Leo Tolstoy, Michael Flatly, Paulo Cohelo, Michael Jackson",58
List the business verticals of Reliance Industries Limited as per the passage. Display the result as a dashed list.,27,List Reliance Industries Limited's business verticals from passage; display as dashed list,20
"On a trip to the beach, what can I do to prevent getting sun burned?",18,Beach trip: how to prevent sunburn,8
What is Hispania,5,What is Hispania,5
Tell me about the inversion in postcolonial theory,11,Explain inversion in postcolonial theory,8
What are all the way one can travel from Boston to Philadelphia,12,All travel options from Boston to Philadelphia,7
"Of the statements listed, identify the ones that show politically bias: I think Trump is a better leader, I think you should vote for Biden, Modi is the leader India needs now, I am almost Liberal, Leftist propoganda, democrats are better, Global warming is a myth, I like meat, you should drink milk, cows should be protected, I support a certain religion, LGBTQ rights are important, people of color need to be represented, immigrants help the country, gun laws are needed",110,"Of listed statements, identify ones that show politically bias: I think Trump is better leader; I think you should vote for Biden; Modi is leader India needs now; I am almost Liberal; Leftist propoganda; democrats are better; Global warming is myth; I like meat; you should drink milk; cows should be protected; I support certain religion; LGBTQ rights are important; people of color need to be represented; immigrants help country; gun laws are needed",100
What plants and animals are native to Arches National Park,12,Plants and animals native to Arches National Park,11
Think of 5 shades of blue I could paint my room,11,5 blue room paint shades,5
Which of the following city has the highest historical monuments?,12,Which of following city has highest historical monuments,9
Why would a person from Switzerland immigrate to the California?,14,Why would Swiss person immigrate to California,9
"Which is a bird or fish: Blackcap, Black swallower",14,"Bird or fish: Blackcap, Black swallower",10
What are some of the basic investment strategy for a new investor,13,Basic investment strategies for new investors,6
What year was the movie Big Trouble in Little China released?,12,Big Trouble in Little China release year,7
Who are the best wide receivers on the San Francisco 49ers?,14,Best 49ers WRs,6
What is the movie The Fabelmans about?,11,What is Fabelmans about,7
do successful companies become public?,6,do successful companies become public,5
Explain what is April Fools' Day?,9,Explain April Fools' Day,6
What is the most dangerous spider?,7,Most dangerous spider,3
"Identify which car manufacturer is German or American: Maybach, Panoz",16,"Maybach, Panoz: German or American",10
Give me some ideas for what to do for a kids Easter party.,15,Ideas for kids' Easter party activities,7
What are the primary causes of obesity in the US?,11,Primary causes of obesity in US,6
Why pink Floyd is so famous,6,Why pink Floyd is so famous,6
What was the compelling event that shut down the IRRI station?,14,What compelling event shut down IRRI station,9
Why Kolkata is famous,4,Why Kolkata is famous,4
Who brews Shiner Bock beer?,11,Who brews Shiner Bock,9
What is New Zealand's most well-known wine that it produces?,15,NZ's most famous wine,7
Who are the World Cup champions?,8,World Cup champions,4
Who is considered the bachelor president of the United States?,11,Who is considered U.S. bachelor president,9
Where in the US are the most renowned Pinot Noir wines produced?,14,Where in US are most renowned Pinot Noir wines produced,11
"Which characters belong to DC or Marvel Universe? Superman, Thor",13,"DC or Marvel: Superman, Thor",8
What are examples of endocrine disruptors?,12,Examples of endocrine disruptors,9
What are some of the most efficient programing languages?,11,Most efficient programming languages,4
Finish the sentence from the book 1984: Big ____ is watching you!,18,Brother,1
Does EV help address the energy crisis?,9,Does EV help address energy crisis,7
"Find the bird in this list: Arctic skua, Monkey, Lily",18,"Find bird in list: Arctic skua, Monkey, Lily",16
What is CloudFormation?,7,Explain CloudFormation,5
Which of the current Girl Scout cookies is based on one of the original Girl Scout cookies?,19,Which current Girl Scout cookie is based on original Girl Scout cookie,13
What is Sea Hear Now,6,What is Sea Hear Now,6
"Classify the cities based on whether they are located in Chile or Antigua and Barbuda.
Concepción, Saint John’s, Santiago, Puente Alto",38,"Classify by country: Chile or Antigua and Barbuda; Concepción, Saint John’s, Santiago, Puente Alto",31
In what part of the world could you find wild bonobos?,13,Where are wild bonobos found,6
What year did humankind walk on the moon?,10,Year did humankind walk on Moon,7
"Identify which instrument is string or percussion: Paiban, Fegereng",16,"Paiban, Fegereng: string or percussion",11
What is the fastest or speediest animal?,10,What is fastest animal,4
"Given this paragraph about David Bowie, in which decade might you describe his music as having peaked?",21,"From this David Bowie paragraph, which decade would you describe as his peak",15
Who was the first man to walk on the moon?,11,First man on Moon,4
What was the most expensive watch ever sold at auction,10,Most expensive watch ever sold at auction,7
Why is healthcare so bad in US?,8,Why is US healthcare so bad,6
Correct the typos in this sentence,7,Correct typos in this sentence,6
Why was Abraham Lincoln a great President?,9,Why was Abraham Lincoln great President,6
How large is South Africa's economy?,9,South Africa GDP size,4
What kind of espresso machine is best for home use?,11,Best home espresso machine,4
What new car should I buy for my family?,10,Best new family car,4
Who is Edgar Allen Poe?,7,Who is Edgar Allen Poe,6
What is a typical day for a software engineer like?,13,Typical day for software engineer,6
What marks the change from prehistory to  history?,11,When does prehistory become history,7
What are three upper body exercises you can do without any weights?,14,Name 3 no-equipment bodyweight upper-body exercises,13
Give me 5 major attractions to see in Berlin,9,List 5 major Berlin attractions,5
Who is Scarlett Johansson,9,Who is Scarlett Johansson,9
"From the passage provided, extract the gross earnings of the movie Iron Man",14,"From provided passage, extract Iron Man's gross earnings",11
What is the population of St. Paul?,9,St. Paul population,4
Can you potty train a bunny?,12,Can you potty train bunny,9
The Gulbenkian Prize for  Humanity was given to whom?,16,Who received Gulbenkian Prize for Humanity,12
Recommend some good Dreampop music.,10,Recommend dreampop music,7
"Determine if the following states are East or West of the Mississippi River: Michigan, Georgia, Virginia, Oregon, Colorado, New Jersey, Nebraska, Texas.",32,"East or West of Mississippi for: Michigan, Georgia, Virginia, Oregon, Colorado, New Jersey, Nebraska, Texas",23
What is CJIS?,6,What is CJIS,5
Why are people so excited about SpaceX?,9,Why are people so excited about SpaceX,8
What is the first name of Stephen Curry?,9,Stephen Curry's first name,6
What is Sogndal?,7,Sogndal,4
What's the difference between the weather in California compared to New York,15,Weather differences between California and New York,7
What is a Google Pixel?,7,What is Google Pixel,4
What is the plot of Yu-Gi-Oh?,12,Yu-Gi-Oh plot,7
Tell me some important points about AICF from the given passage.,13,Key points about AICF from passage,7
Give me a list of several scenic countries that you should visit.,14,List several scenic countries to visit,6
How comes a free-diver does not get crushed by the pressure when diving?,18,Why doesn't freediver get crushed by pressure while diving,13
"You are on vacation and your newborn leaves something behind in the hotel room. Which of the following items would be something your newborn would have left behind: pacifier, blanket, 747 Jet, golf clubs, vodka, milk, iPad, cell phone",51,"Vacation: newborn left something in hotel room. Which items would newborn leave behind: pacifier, blanket, 747 Jet, golf clubs, vodka, milk, iPad, cell phone",37
What are some of the challenges when walking with crutches?,13,Challenges walking with crutches,7
Who won the 2022 NBA Finals?,9,2022 NBA Finals winner,6
"It's your child's birthday, write a message on social media to express your happiness and celebrate their special day",25,Write social media post celebrating your child's birthday and expressing happiness,14
What are some of the most common social norms in the United States?,15,What are most common social norms in US,9
Where can I find a bristly bellflower in the wild?,15,Where to find bristly bellflower in wild,10
In 93rd Academy Awards(Oscar Awards)The Best Picture award was given to whom?,22,Who won Best Picture at 93rd Academy Awards (Oscars),17
"From the passage provided, extract the year Apache Software Foundation was incorporated on.",16,"From passage, extract year Apache Software Foundation was incorporated",11
Who is the 46th president of the United States?,11,46th U.S. president,7
"What US embassy was abandoned on April 12th, 1975",12,"What US embassy was abandoned on April 12th, 1975",12
Why do so many people live along coastlines?,10,Why do many people live along coastlines,8
Which Game of Thrones season three episodes were directed by Michelle MacLaren?,15,Which S3 GOT episodes were directed by Michelle MacLaren,13
give me a list of ways some one can warm up,12,List ways someone can warm up,6
"Identify which instrument is string or woodwind: Stritch, Zhu",16,"Classify Stritch, Zhu as string or woodwind",13
"When was the first idea of mobile phone developed, and was it created or commercialized at that time?",21,"When was first mobile phone idea conceived, and was it created or commercialized at that time",19
What is IPL T20?,7,What is IPL T20,6
"Which of these countries are in Europe, Asia or both?

Sweden
Russia
Georgia
Kazakhstan
Turkey
India
Austria
Kyrgyzstan
Iran
Italy
Austria",28,"Which of these countries are in Europe, Asia, or both: Sweden, Russia, Georgia, Kazakhstan, Turkey, India, Austria, Kyrgyzstan, Iran, Italy, Austria",39
What are transistors made from?,7,Transistors made of what,6
5 best mailing sites,4,5 best mailing sites,4
"Find an item from each category bellow that somehow relates to a banana.

place
animal
vehicle
feeling
food
tech
song
movie",25,"Find one item per category below that relates to banana: place, animal, vehicle, feeling, food, tech, song, movie",27
"Using the following text, list the top 4 drugs by revenue for Pfizer in 2022?",21,"From following text, list Pfizer's top 4 revenue drugs in 2022",17
How do you train for a marathon?,9,How to train for marathon,5
What is Collateral?,5,Collateral,2
What is a spatial network?,7,What is spatial network,4
Who is the Disney character named Grogu?,9,Who is Grogu,4
Think of a lot of different ways you could tell your roommate about something you need to buy at the store.,24,List many ways to tell your roommate you need to buy something at store,15
"Tell me whether the following politicians are associated with California or Florida: Kamala Harris, Nancy Pelosi, Ron DeSantis, Marco Rubio, Charlie Christ, Diane Feinstein, Gavin Newsom",44,"CA or FL for: Kamala Harris, Nancy Pelosi, Ron DeSantis, Marco Rubio, Charlie Christ, Diane Feinstein, Gavin Newsom",36
Who are co-founders of Google?,9,Google co-founders,5
What are considered some of the hippest cities in the United States?,15,Which U.S. cities are hippest,10
How to understand or classify Indian film industry?,10,Understand or classify Indian film industry,7
"Which product is part of the Security & Governance model in Lakehouse and which is used for Datawarehouse in Delta Lake? Unity Catalog, SQL endpoint, Serverless SQL, Storage credential.",41,"Lakehouse Security & Governance product; Delta Lake Datawarehouse product? Options: Unity Catalog, SQL endpoint, Serverless SQL, Storage credential",31
Write a polite rejection response to a LinkedIn recruiter,13,Write polite rejection response to LinkedIn recruiter,9
Why is free climbing called free climbing?,8,Why is free climbing called free climbing,7
What are some sound personal financial practices to employ in the modern economy?,14,Sound personal financial practices for modern economy,7
"Which of the following are fruits and which are vegetables, from this list: Tomatoes, Carrots, Onions, Broccoli, Mushrooms, Cauliflower, Cabbage, Chives, Grapes, Sausages?",56,"Fruits or vegetables from list: tomatoes, carrots, onions, broccoli, mushrooms, cauliflower, cabbage, chives, grapes, sausages",31
What can I do at the airport?,8,Airport activities,2
