original,original_token_count,compressed,compressed_token_count
Extract the list of players mentioned in the text. Separate them with a comma.,21,Extract players from text; comma-separated,14
Who is John D. Rockefeller?,10,Who is John D. Rockefeller,9
When was West Ham started and when did they get the name West Ham United?,16,When was West Ham founded and when did it become West Ham United,13
How many times Lewis Hamilton won the F1 Championship ?,12,How many F1 titles has Lewis Hamilton won,9
How many times have the Vancouver Canucks won the Stanley cup?,14,How many Stanley Cups have Vancouver Canucks won,11
What is a humility?,6,What is humility?,4
List the states which are part of the western ghat,12,Western Ghats states,5
What is the Wessex Football League,9,What is Wessex Football League,8
What is the best way to answer an interview question?,11,Best way to answer interview question,6
"From the passage provided, extract where the first session of Indian National Congress was held",16,"From passage provided, extract where first session of Indian National Congress was held",14
How would you go about finding an apartment in a new city?,14,How to find apartment in new city,7
How do you make a beef brisket rub?,13,Beef brisket rub recipe,8
Which is a species of fish? Oscar or Papa,11,Which fish species: Oscar or Papa,7
Is it advisable to dress in costume for a musical theater audition?,16,Should I wear costume to musical theater audition,8
Write a review of Carlos Ruiz Zafon's book The Shadow of the Wind,20,Write review of Carlos Ruiz Zafon's book Shadow of Wind,16
What is the best time to visit Florida?,9,Best time to visit Florida,5
Name a few popular metal genres,8,Popular metal genres?,5
"Please label which of the following appear in the game Clue as suspects, weapons, or rooms: Atrium, Billiard Room, Colonel Mustard, Conservatory, General Ketchup, Lead Pipe, Mrs. Peacock, Rope",52,"Classify these as Clue suspects, weapons, or rooms: Atrium, Billiard Room, Colonel Mustard, Conservatory, General Ketchup, Lead Pipe, Mrs. Peacock, Rope",45
"Given this reference text about Isa Melikov, which events did Isa participate in 2008?",22,"From Isa Melikov reference text, which 2008 events did he participate in",18
Based on the above passage classify Bermudians based on their descent along with respective percentages in a bracket. Display the results in a comma separated format.,38,"From above passage, classify Bermudians by descent with bracketed percentages; output comma-separated",28
Who created the grading system for the I Liq Chuan martial art?,17,Who created grading system for I Liq Chuan,12
Where is Hesse's Demi Bastion,10,Hesse's Demi Bastion location,9
How do you operate a car with a manual transmission?,13,How to drive manual transmission car,6
"Tell me whether each of these wines is red or white: Merlot, Pinot Noir, Pinot Gris, Malbec, Syrah, Riesling, Chardonnay",40,"Red or white for Merlot, Pinot Noir, Pinot Gris, Malbec, Syrah, Riesling, Chardonnay",32
"Who is the primary male protagonist on the TV show ""The X-Files""?",19,Who is primary male protagonist on X-Files,11
What was gangsters George Nelsons nickname,10,George Nelson's gangster nickname,8
is finance a great career,6,Finance career great?,4
"Given the passage about churches built in the village of Zijldijk in the Netherlands, when was the only running church built?",27,"From Zijldijk passage, when was only running church built",14
"Please summarize the MECE principle, give an example and explain how it can be used in business",19,Summarize MECE principle; give example; explain its use in business,15
"Looking at cities in Australia that are on the east coast and the west coast of the country, which coast are the cities of Fremantle, Sydney, Brisbane, Perth, Cairns, Townsville, Newcastle located on?",48,"Which coast (east or west) of Australia are these cities on: Fremantle, Sydney, Brisbane, Perth, Cairns, Townsville, Newcastle",34
"Identify which instrument is string or percussion: Kus, Hackbrett",17,"Classify Kus, Hackbrett as string or percussion",14
What is IMPS?,6,IMPS definition,4
What are three common alarm clock sounds?,8,Three common alarm clock sounds,5
"What are some of the most famous rock bands from Seattle, Washington?",14,"Most famous rock bands from Seattle, WA",8
Why is the Cave of the Crystals or Giant Crystal Cave closed to the public?,18,Why is Cave of Crystals/Giant Crystal Cave closed to public,15
What is marginal cost rate design in the domain of electric utilities,12,What is marginal-cost rate design in electric utilities,10
How many seasons did Shaq have over 30 ppg,12,How many Shaq seasons >30 PPG,9
"From the passage provided, extract the total amount of milk produced by Brazil in 2018",16,"From passage, Brazil's total milk production in 2018",11
What is the name of the wine that can only be named for its specific growing location in France?,20,Which French wine is named only after its exact growing location,11
Is UBS a good bank,8,Is UBS good bank,6
Who was Roy Cameron? When and where did he work?,13,Who was Roy Cameron? When and where did he work,12
"Tell me whether these animals are poisonous or not poisonous: rattlesnake, scorpion, box jellyfish, king cobra, Indian python, koala, porcupine",47,"Poisonous or not: rattlesnake, scorpion, box jellyfish, king cobra, Indian python, koala, porcupine",41
What would it be like to be a pirate?,11,What is it like to be pirate,7
Why should I rent my house to you?,9,Why rent my house to you,6
What are Arabic numerals?,7,Explain Arabic numerals.,6
"When you get a new dog, how to prepare the living space?",15,How to prepare living space for new dog,8
"Which one among the following three words is different to the others: Novelty, Playful, Irresistible? Why?",29,"Which of Novelty, Playful, Irresistible is different? Why",19
which is the famous vegetation food in south India?,10,which is famous vegetation food in south India,8
how to give a great presentation,7,tips for great presentation,4
"Identify which instrument is string or percussion: Talempong, Guitar",15,"Talempong, Guitar: string or percussion",10
Provide a dot point list of the last six artists that won a Grammy Award for Best Album. Include the title of the album and the year they won.,34,"Dot-point list: last six Album of Year winners; include artist, album title, and year won",22
What causes global warming?,5,Global warming causes?,4
In which popular 1970s educational computer game could a character die of dysentery or drowning due to a poorly-caulked wagon?,31,Which popular 1970s educational computer game could character die of dysentery or drowning from poorly caulked wagon,23
What is a reporting dashboard?,7,What is reporting dashboard,4
What year was the movie Big Trouble in Little China released?,12,Big Trouble in Little China release year,7
"Which of these are fruits and vegetables: apple, tomato, pear, peach, broccoli?",20,"Which are fruits/vegetables: apple, tomato, pear, peach, broccoli",20
What are three capital cities in South America?,9,Three South American capitals,5
Name some famous songs by George Gershwin,10,Name famous George Gershwin songs,8
"Categorize the following countries based on the language their majority speaks: Iraq, Iran, Turkey, UAE, Qatar, Afghanistan, Syria",29,"Categorize majority language for: Iraq, Iran, Turkey, UAE, Qatar, Afghanistan, Syria",21
What is a demand plan?,7,What is demand plan,4
"Classify the below into cars or SUVs.

Mazda CX50, Nissan Altima, Mazda CX5, Toyota Rav4, KIA Sportage, Honda Civic, Hyundai Elantra.",41,"Classify cars or SUVs: Mazda CX50, Nissan Altima, Mazda CX5, Toyota Rav4, KIA Sportage, Honda Civic, Hyundai Elantra",37
What are the benefits of in-person learning versus online?,13,Benefits of in-person vs online learning,11
Which are the five best manufacturers of electric vehicles sold in the United States?,15,Top 5 EV manufacturers sold in U.S,10
How many episodes of the first season of Game of Thrones did Daniel Minahan direct?,18,How many Game of Thrones S1 episodes did Daniel Minahan direct,14
Extract the names of the singles from the text as a bulleted list.,18,Extract singles' names from text as bulleted list,12
What does Neolithic mean?,7,Neolithic definition.,5
"Given this paragraph, how much control of the world's cocaine market did the Cali Cartel have at its peak?",25,"From this paragraph, what share of world's cocaine market did Cali Cartel control at its peak",21
"Identify which animal species is alive or extinct: Polacanthus, Olive Ridley Turtle",21,"Alive or extinct: Polacanthus, Olive Ridley Turtle",16
Which is a species of fish? Velvetfish or Cotton,14,Which is species of fish? Velvetfish or Cotton,12
What kind of boat should I purchase?,8,What boat should I buy,5
"Based on this paragraph, how many jobs are created by tourism in Germany?",15,"From this paragraph, how many jobs does tourism create in Germany",12
"Polly, a 51-year-old female, visits your fitness facility. She is dissatisfied with her body and is responding to a series of ads your facility uses to attract people interested in weight loss. Can we think of ways she can become more accepting of her body?",61,"Polly, 51-year-old female, visits your fitness facility. She’s dissatisfied with her body and responds to your facility’s weight-loss ads. Propose ways she can become more body-accepting",52
What is the difference between the right and left side of the brain?,14,Difference between right and left brain,6
Who are the best golfers of all time?,10,All-time greatest golfers?,7
"Classify these foods as vegan, vegetarian or neither: frittata, yogurt, apple, lard, chicken noodle soup, tofu, flour, cheesecake",37,"Classify foods as vegan, vegetarian or neither: frittata, yogurt, apple, lard, chicken noodle soup, tofu, flour, cheesecake",36
Provide a bulleted summary of the different types of taxes in the USA.,17,Bulleted summary of USA tax types,8
What are some interesting facts about tigers?,10,Interesting tiger facts?,6
What is the B61 nuclear bomb?,8,Define B61 nuclear bomb,6
Could you describe who is BNP Paribas (BNPP)?,15,Describe BNP Paribas (BNPP),11
"Identify which instrument is string or percussion: Yuka, Molo",15,"Identify which instrument is string or percussion: Yuka, Molo",15
Who were supporters of Quit India movement?,9,Quit India movement supporters,5
"Here is a list of movies. Which of these are considered to be Action Movies. American Graffiti, Rain Man, Mission Impossible, Goldfinger, Speed, The Devil's Advocate, The Magnificent Seven, Dazed and Confused, Die Hard, Top Gun.",64,"From this list, which are action movies: American Graffiti, Rain Man, Mission Impossible, Goldfinger, Speed, Devil's Advocate, Magnificent Seven, Dazed and Confused, Die Hard, Top Gun",51
What was the Caribbean and Central America Action,8,What was Caribbean and Central America Action,7
How are cats different than dogs?,7,How are cats different than dogs,6
"Identify which animal is domesticated or wild: Western honey bee, European honey bee, Chinese honey bee, Japanese honey bee, Indian honey bee",34,All five domesticated,4
What activities can I use to entertain my ten year nephew this weekend?,15,Activities to entertain my 10-year-old nephew this weekend,11
"How do people in Pittsburgh say ""you all""?",11,"How do people in Pittsburgh say ""you all""",10
What is a water hammer?,9,What is water hammer,6
Who was the US president when WWII ended?,9,US president when WWII ended,5
Which is a species of fish? Hoki or Loki,13,Which is species of fish? Hoki or Loki,11
Explain Cricket game,3,Explain cricket,2
What are three meals that a small child is likely to eat for lunch?,17,List 3 kid-friendly lunch meals,7
Give me a bullet list of five different European languages,11,Bullet list: five European languages,6
When was scala created?,8,Scala creation date?,5
From the text below extract the types of species and the percentage of its habitat in the form {Species}:{Percentage} and place them as a bullet list,37,"From text below, extract species types and habitat percentages as {Species}:{Percentage}; output as bullet list",28
Imagine you are someone's shadow for a day. Write about your experiences in the present tense.,23,Be someone's shadow for day; narrate in present tense,17
"Given a reference text about Listeriosis, tell me how how the bacterium is transfered into animals, and people.",28,"From Listeriosis reference, explain how bacterium is transmitted to animals and people",17
give me a list of counties in Virginia by population,11,List Virginia counties by population,5
Do dogs reciprocate based on how you treat them?,12,Do dogs reciprocate based on your treatment,9
Is Aetolia at sea level?,11,Aetolia sea level?,8
"When buying a whole fish, how do you pick a good fish?",16,How to pick good whole fish,6
What is MATLAB?,6,MATLAB?,4
Who let the dogs out?,6,Who let dogs out,4
From the following passage extract information on how dates were used in the Fertile Crescent.,17,"From passage, extract how dates were used in Fertile Crescent",12
What is the play Esther?,7,What is play Esther,5
What were some historical reasons for the invention of pad thai?,15,Some historical reasons for Pad Thai's invention,9
Why did Ken Shamrock change his last name?,10,Why did Ken Shamrock change his surname,9
How much money comes in a game of Monopoly?,13,Total starting money in Monopoly,7
where is khargone?,7,Khargone location?,5
Where is the annual indoor rowing World Championship?,10,Annual indoor rowing World Championship location,7
What was special about the 2021 Formula 1 World Championship?,12,What was special about 2021 F1 World Championship,10
Which is a species of fish? Marlin or Doberman,15,Which is species of fish? Marlin or Doberman,13
Where are the 4 best international travel destinations if you want a tropical location rich with history?,20,Top 4 international tropical destinations with rich history,8
Name some of the most popular rides at Disney World's Magic Kingdom theme park.,17,List top Magic Kingdom rides at Disney World,8
What is the minimum weight of a coswain?,14,Minimum coxswain weight?,9
Why are Guyanese Creole words and phrases considered to be very elastic?,18,Why are Guyanese Creole words and phrases highly elastic,14
"Categorize the below in terms of avocado or apple types.
Hass, Fuerte, Zutano, Fuji, Gala",30,"Avocado or apple: Hass, Fuerte, Zutano, Fuji, Gala",20
"Based on the reference text, what colors do the Tampa Bay Rowdies wear and what stadium do they play in?",23,From reference text: Tampa Bay Rowdies colors and stadium,11
"Tell me whether these are European countries or Asian countries: Spain, France, Norway, the Czech Republic, Denmark, Portugal, Brazil, South Africa, Canada, China, Japan, Malaysia, Singapore, Sri Lanka, The Philippines",45,"European or Asian: Spain, France, Norway, Czech Republic, Denmark, Portugal, Brazil, South Africa, Canada, China, Japan, Malaysia, Singapore, Sri Lanka, Philippines",36
What are Gummi Bears called in England?,9,What are Gummi Bears called in England,8
"If we wanted to play sports that involve a ball, which of these would we play: soccer, football, swimming, snowboard, skiing, baseball.",31,"Which of these are ball sports we'd play: soccer, football, swimming, snowboard, skiing, baseball",22
"After the song ""Holding Out for a Hero"" appeared in Footloose, what album did it appear in?",26,On which album did 'Holding Out for Hero' appear after Footloose,18
"Tell me whether each of these numbers is prime or not: 10, 13, 11, 29, 35, 54, 41",21,"Primality: 10, 13, 11, 29, 35, 54, 41",12
From the passage identify the domains in which Athena is considered God. Display the results in a comma separated format.,29,"From passage, list domains where Athena is considered god, comma-separated",23
What was the Great Depression?,6,Explain Great Depression,3
Is it better to buy a used car compared to a new car?,18,Used car vs new car: which is better,11
"From the passage provided, extract when Bloomberg L.P. was founded",14,"From passage, extract Bloomberg L.P. founding year",11
Provide a bulleted list of ways to spend less money,13,Bulleted list: ways to spend less money,10
What is the best way to approach a new cat?,12,Best approach to new cat,5
"Generally in socer games, which position scores goals more often: the strikers or the backs?",23,"In soccer, which position scores more: strikers or backs",14
Can kitesurfers sail up against the wind?,12,Can kitesurfers sail upwind,9
what is the difference between a tale and a tail,12,Tale vs tail difference,6
"Which of the following are flowers: roses, peonies, worms, carnations, tulips, dirt, lavender, and sunflowers?",34,"Which are flowers: roses, peonies, worms, carnations, tulips, dirt, lavender, sunflowers",29
"Which characters belong to DC or Marvel Universe? Scarlet Witch, Zatanna",16,"DC or Marvel characters: Scarlet Witch, Zatanna",12
"Given the following paragraph, where did House music originate?",11,"From paragraph, where did House music originate",8
"Explain me the concept of ""Karma"" in Buddhism.",12,Explain Karma in Buddhism,5
"I'm going on a hike and the weather is cold, how should I dress?",19,Hiking in cold weather; how should I dress,10
Why should you live in Florida?,7,Why live in Florida,4
"Choose the word which is different from the rest: Emu, Ostrich, Kiwi, Eagle",19,"Odd one out: Emu, Ostrich, Kiwi, Eagle",14
Why is Cricket popular in India?,7,Why is Cricket popular in India,6
"What do Logan, Ororo, Charles, Jean, and Scott have in common?",18,"What do Logan, Ororo, Charles, Jean, Scott have in common",16
Is it possible to raise your child trilingual?,11,Can you raise child trilingual,6
Tell me an idea for a film based off of the cartoon movie Cars but incorporate self-driving cars.,26,Cars-based film idea with self-driving cars,13
"Classify the following fish as either inshore/nearshore or offshore fish species: Tarpon, Bonefish, redfish, snook, trout, bass, swordfish, dolphinfish, gag, red snapper, yellowfin tuna, blackfin tuna, grouper",63,"Classify fish as inshore/nearshore or offshore: Tarpon, Bonefish, redfish, snook, trout, bass, swordfish, dolphinfish, gag, red snapper, yellowfin tuna, blackfin tuna, grouper",58
Which artist's entire 1985 Live Aid set consisted of just a single cover song?,19,Which artist's entire 1985 Live Aid set was single cover song,13
List the number of warehouses Costco has. Segregate based on location in a descending order. Use the format ‘ Number of warehouse : Location’.,36,"List Costco warehouses by location, descending; format ‘ Number of warehouse : Location’",20
What are the benefits of using the ReLU activation function over the classic sigmoid function in neural networks?,24,Benefits of ReLU over classic sigmoid in neural networks,14
Give me a list of video game systems from the past few decades,14,List video game systems from past few decades,8
Should I visit Chicago?,5,Should I visit Chicago,4
Where is the best place to work in my house?,11,Best place to work at home,6
What is Mr. Burn's assistant name on the Simpsons?,14,Mr. Burns' assistant name on Simpsons,10
What coloring of cat is almost always female?,9,Which cat coloring is almost always female,7
Names some of the famous bravolebrities from Million Dollar Listing Los Angeles,17,List some famous MDLLA bravolebrities,11
What are the four standard sizes of beds in the United States?,13,What are four standard bed sizes in US,8
"Extract the criticisms that modern portfolio theory faces from this link https://en.wikipedia.org/wiki/Modern_portfolio_theory, place them in a bullet list",41,Extract criticisms of modern portfolio theory from https://en.wikipedia.org/wiki/Modern_portfolio_theory and present them as bullet list,35
How do cryptic crosswords work?,10,How do cryptic crosswords work,9
What are some of the best vegan protein sources?,10,Best vegan protein sources,4
Give me a bulleted list of the the first five books in the bible old testament?,20,- Genesis - Exodus - Leviticus - Numbers - Deuteronomy,24
What did Michael Faraday and Georg Ohm do?,12,What did Michael Faraday and Georg Ohm do,11
Who is the best golfer in the world?,10,Best golfer in world,5
Who won the March Madness Mens Basketball Tournament in 2022?,14,Who won 2022 March Madness Mens Basketball Tournament,11
"Given a reference text about Lasantha Rodrigo, tell me how long he worked as a mechanical engineer and who worked for.",30,"From Lasantha Rodrigo reference, state his tenure as mechanical engineer and his employer",18
Write an analysis of the meaning of the green light in the Great Gatsby,17,Analyze meaning of green light in Great Gatsby,13
"Label each of the following as either a movie or a documentary: RRR, John Wick, Man on Wire, Creed, Our Planet, Tales by Light, Luther, Becoming.",43,"Label as movie or documentary: RRR, John Wick, Man on Wire, Creed, Our Planet, Tales by Light, Luther, Becoming",33
What is industrial espionage?,9,Define industrial espionage.,9
Name four pork products I could expect to find in a delicatessen,14,Name four pork products in deli,7
What is Good Friday?,5,Explain Good Friday.,4
What are the main ingredients of deviled eggs and what are some unique add-in ideas?,20,Deviled eggs: main ingredients and unique add-in ideas,12
How many U.S. President were lawyers?,10,How many US presidents were lawyers,7
"Identify which instrument is string or percussion: Taxi horn, Sihu",18,"String or percussion: Taxi horn, Sihu",13
"Given a reference text about Magic the Gathering decks, please suggest cards I should consider in a Midrange deck.",26,"From MTG deck reference text, suggest cards for Midrange deck",13
Why there is no infant rice cereal in the market now?,12,Why no infant rice cereal on market now,8
Give me 3 ideas for hobbies that I can recommend to somebody who is retiring. These should all be activities that require gentle movement and are not overly demanding on the body.,35,"3 gentle-movement, low-strain hobbies for retiree",14
"Given these paragraphs about the Tesla bot, what is its expected height and weight?",17,"From Tesla Bot paragraphs, its expected height and weight",11
Give me a numbered list of the named characters in the following passage.,16,Provide numbered list of named characters in following passage,10
What is the attraction in the United States for the Jeep Wrangler?,15,What is US appeal of Jeep Wrangler,9
How many counties are there in the San Francisco/San Jose/Oakland Bay Area?,21,How many counties are in San Francisco–San Jose–Oakland Bay Area,18
What are key facts that characterize the country of Canada?,12,Key facts about Canada,4
Think up a bunch of different ways to spend time outdoors,12,Brainstorm outdoor activities.,5
How can you identify and suss out misinformation seen in so-called news stories and on social media?,22,How to identify and debunk misinformation in so-called news stories and on social media,19
"In The Big Lebowski, The Dude can't stand which band?",17,Which band does Dude hate in Big Lebowski,11
Why do people like coffee?,6,Why do people like coffee,5
Why Ramadan's date change every year?,11,Why Ramadan's date changes yearly,10
"From this passage, tell me what was the highest grossing movie in 2022 and what was the second highest grossing movie?",26,"From this passage, list 2022 highest and second-highest grossing movies",16
Who are some students at Hogwarts in Slytherin house that were in the same year as Harry Potter?,26,Slytherin students at Hogwarts in Harry's year,16
Who was the winner of Top Chef Season 4?,10,Top Chef S4 winner,5
What are some good places to go on a surf trip?,13,Best destinations for surf trip,5
Extract the special guests that Taylor Swift had on her 1989 Tour in 2015. Separate them with a comma.,25,"List Taylor Swift 1989 Tour 2015 special guests, comma-separated",18
"Classify the cities as cities from 'India' or the 'US': Bangalore, Portland, Chicago, Hyderabad, Chennai, Little Rock, NYC, Pune, Gandhinagar, Champaign, Urbana.",47,"Classify cities as India or US: Bangalore, Portland, Chicago, Hyderabad, Chennai, Little Rock, NYC, Pune, Gandhinagar, Champaign, Urbana",36
"What is the significance of Glasgow, Georgia?",9,"Significance of Glasgow, GA",7
Write a summary of the outdoor activities to do in Colorado,12,Colorado outdoor activities summary,4
why pluto is not a planet?,9,Why isn't Pluto planet,7
What is the Genomie Aggregation Databaise (genomAD)?,17,What is gnomAD (Genome Aggregation Database),14
Extract the name of the founder of Salesforce from the text,11,Extract Salesforce founder's name from text,8
Give me a few different ways to reduce my household electricity bill.,14,List several ways to lower household electricity bill,8
Is golf an easy sport?,7,Is golf easy?,5
Who create Ben & Jerry's icecream?,12,Who create Ben & Jerry's icecream,11
Why and how are people choosing to electrify their homes?,13,Why and how are people electrifying their homes,10
Why do people live in homes?,7,Why do people live in homes,6
What is the name of the world's oldest city?,12,World's oldest city name,6
How should I pick a name for my baby?,11,How to pick baby name,5
Give me a list of the lines on the London Underground,12,List all London Underground lines,5
Which country has topped the swimming medals list in the summer olympics?,20,Which country tops swimming medals at Summer Olympics,10
Who came in first place in Formula One the last ten years?,14,F1 first-place winners last 10 years,9
"Identify which animal species is alive or extinct: Wolly Mammoth, Poison Dart Frog",25,"Alive or extinct: Wolly Mammoth, Poison Dart Frog",20
What is the difference between MMA and boxing?,11,MMA vs boxing difference,8
What are the steps to perform breathing meditation?,9,Breathing meditation steps?,6
Who has hosted Saturday Night Live the most in the history of the show?,15,Who has hosted SNL most,6
Did Tropics to the Snow win any awards?,11,Tropics to Snow awards,6
Give me five tips for practicing a speech.,10,Five tips for practicing speech,5
Why to people lift their trucks?,7,Why to people lift their trucks,6
What did Jamaican-American author Nicola Yoon major in college for her undergraduate degree?,20,Nicola Yoon (Jamaican-American author): undergraduate major,17
What qualities do Australian Cattle Dogs have?,10,Qualities of Australian Cattle Dogs,8
Give me a list of summer activities for an 8-year-old.,16,List summer activities for 8-year-old,9
Why are Asian women’s fancy clothes so expensive,10,Why are Asian women's fancy clothes so expensive,10
"From the passage provided, extract the movie that did well across the globe but received underwhelming traction in Matt Damon's home country.",31,"From provided passage, identify globally successful movie that underperformed in Matt Damon’s home country",20
"Are the following titles TV shows or movies: Seinfeld, Mash, Hogans Heroes, The Wizards of Waverly Place, and Friends.",33,"TV shows or movies: Seinfeld, Mash, Hogans Heroes, Wizards of Waverly Place, Friends",26
"Group these colors based on their warmth and coldness; red, yellow, purple, orange, green, blue",23,"Group colors by warmth/coolness: red, yellow, purple, orange, green, blue",19
Who are the top Presidents of USA,8,Top Presidents of USA,5
Who was Svea Kristina Frisch,10,Who was Svea Kristina Frisch,10
"What is the nickname for Spokane, Washington?",11,Spokane nickname?,5
"Identify which instrument is string or percussion: Snare drum, Zither",17,"String or percussion: Snare drum, Zither",12
Give a list of proper nouns in the passage.,13,List proper nouns in passage,7
What are the cutest animals on the planet?,10,List cutest animals on Earth,6
"Tell me whether each of these countries is an island or not: Iceland, New Zealand, Chad, Nepal, Cuba, Madagascar",26,"Island status for: Iceland, New Zealand, Chad, Nepal, Cuba, Madagascar",17
"Which one of these is a country: Banana, Chicken, Pine tree, or Japan?",21,"Which is country: Banana, Chicken, Pine tree, Japan",14
Why is JDAM so cost effective?,9,Why is JDAM cost-effective,8
"Classify each of the following as being related to Google or Microsoft: Xbox, Waymo, Surface Pro, Youtube, Bing, Chrome",29,"Classify as Google or Microsoft: Xbox, Waymo, Surface Pro, Youtube, Bing, Chrome",22
What is Heineken Evergreen?,8,Heineken Evergreen?,6
"Where is a good place to go on holiday in Cornwall, England?",15,"Best places to holiday in Cornwall, England",8
Why is sailing so much fun?,7,Why is sailing so fun,5
What are the primary grapes in a red Bordeaux?,12,Primary grapes in red Bordeaux,6
"From this list of American sports teams categorise them as American Football, Basketball, Baseball or Hockey. Cincinnati Bengals, Boston Celtics, Washington Capitals, Washington Capitals, Los Angeles Dodgers, Atlanta Braves, Phoenix Suns, New York Rangers, Chicago Bears",61,"Categorize this list of American sports teams into American Football, Basketball, Baseball or Hockey: Cincinnati Bengals, Boston Celtics, Washington Capitals, Washington Capitals, Los Angeles Dodgers, Atlanta Braves, Phoenix Suns, New York Rangers, Chicago Bears",59
"Classify each of the following as either a wine varietal or style of beer: Lager, Ale, India pale ale, Sauvignon Blanc, Cabernet Sauvignon, Pinot Noir",35,Lager: beer; Ale: beer; India pale ale: beer; Sauvignon Blanc: wine; Cabernet Sauvignon: wine; Pinot Noir: wine,28
Types of Treaking ?,8,Treaking types?,5
"Given this paragraph, where did the German dish sauerkraut originate from?",15,"From this paragraph, where did German dish sauerkraut originate",12
Can you explain how I can analyze Simba logs?,12,How to analyze Simba logs,7
Briefly summarize this paragraph on a Pearl Harbor conspiracy theory.,13,Briefly summarize this Pearl Harbor conspiracy-theory paragraph,12
Who is the greatest guitarist of all time?,9,Greatest guitarist of all time,6
What is observer bias,5,What is observer bias,5
"I really like flying and am thinking about joining the U.S. military.  If I want to be a pilot, which part of the military should I join?",34,Want to be U.S. military pilot; which branch should I join,15
What are some different ways I can use many fresh lemons?,13,Uses for many fresh lemons,7
What direction (North-South-East-West) is Malanów from Zygmuntówek?,26,Direction from Zygmuntówek to Malanów (N/S/E/W),24
What is the Couple's Retreat Garden?,9,Couple's Retreat Garden?,6
Which three players have the most Masters Victories?,10,Which three golfers have most Masters wins,8
Where can you observe the stars?,7,Where to observe stars,4
From the passage find the list of banks who supported Yes Bank in 2020. Display the results in comma separated format.,26,"From passage, list banks that supported Yes Bank in 2020, comma-separated",21
"Identify which animal species is alive or extinct: Albertonectes, African forest elephant",19,"Alive or extinct: Albertonectes, African forest elephant",14
"In the series A Song of Ice and Fire, who is the founder of House Casterly?",20,ASOIAF: who founded House Casterly,11
What is Ad valorem in finance?,10,Ad valorem in finance,7
List the types of pasta that can be used to make carbonara,13,List pasta types for carbonara,6
Without quoting directly from the text give me a summary of Brendon Smalls career,20,Summarize Brendon Smalls' career without quotes,12
"From the passage below, please locate the birthdate of William Harrison.",14,Find William Harrison's birthdate in passage below,10
"Classify each of the following as a NFL Team or NBA Team: Chicago Bears, Chicago Bulls, Denver Nuggets, Denver Broncos, Philadelphia 76ers, Philadelphia Eagles, Philadelphia Flyers, Orlando Magic, Tennessee Titans, AND1 Live Streetballers",61,"Classify each of following as NFL Team or NBA Team: Chicago Bears, Chicago Bulls, Denver Nuggets, Denver Broncos, Philadelphia 76ers, Philadelphia Eagles, Philadelphia Flyers, Orlando Magic, Tennessee Titans, AND1 Live Streetballers",58
What is Mario Puzo's most famous book?,12,Mario Puzo's most famous book,9
I need to improve my sleep.  Give me a list of ideas for doing so.,18,Improve my sleep. List ideas to improve it,9
What's a good 5-day itinerary for visiting the Amalfi Coast?,18,5-day Amalfi Coast itinerary,8
What is the relationship between interest rates and the economy?,11,How do interest rates affect economy,6
"Given this paragraph about Duchess Auguste of Württemberg, what happened to personal life?",19,What happened to Duchess Auguste of Württemberg's personal life in this paragraph,18
When was hailstorm island first photographed given this text,10,When was hailstorm island first photographed given this text,10
How can a football training session be planned?,10,How to plan football training session,6
Why did Georges think that Helene redirected her affections towards Walter Rogers?,19,Why did Georges think Helene redirected her affections to Walter Rogers,17
What are some common Indian spices?,7,Common Indian spices?,4
What is Paris-Brest named after?,9,Paris-Brest named after?,7
What's the difference between metrics and logs?,11,Difference between metrics and logs,6
"Given the reference text about the history of the Olympic marathon distance, tell me what was the distance of the Olympic marathon during the 1924 Olympics in Paris in kilometers?",33,"From Olympic marathon history reference, what was 1924 Paris marathon distance (km)",16
Name a few Bhakti poets from the passage.,13,Name few Bhakti poets from passage,9
How was Netflix able to overcome Blockbuster’s industry dominance in home video rentals?,20,How did Netflix overcome Blockbuster’s dominance in home video rentals,15
What do you know about Apache Spark?,8,Apache Spark knowledge?,4
Why does my chicken create so much liquid when cooked in the skillet?,14,Why does my chicken release so much liquid when pan-cooked,12
What's the best career advise you could give a new graduate entering into a technical or analytics field?,23,Best career advice for new grad entering tech/analytics,14
"I am looking for a new religion to convert to, what do you recommend?",17,Looking for new religion to convert to; what do you recommend,12
Extract the dates from the following.,7,Extract dates from following,4
What is the best kind of bread?,8,Best kind of bread,4
What is a skiff?,9,What is skiff,6
"Identify which animal species is alive or extinct: Finch, Bonobo",18,"Alive or extinct: Finch, Bonobo",13
"Identify which instrument is string or percussion: Kenong, Zeze",15,"String or percussion instrument: Kenong, Zeze",11
"Tell me whether these are solid or gas at room temperature: oxygen, nitrogen, carbon dioxide.",19,"O2, N2, CO2: solid or gas at room temperature",13
Why a manager is needed for a team?,11,Why manager is needed for team,6
What are the top 3 GDP countries in 2022?,11,Top 3 GDP countries in 2022,7
"Instead of making a peanut butter and jelly sandwich, what else could I combine peanut butter with in a sandwich? Give five ideas.",28,List five PB sandwich fillings other than PB&J,14
Give me a summary of why an abstract is useful in academic literature?,15,Summarize why abstract is useful in academic literature,10
Give me a bulleted list of the five most recent Italian prime ministers and tell me how many years they served as the prime minister,29,"Bulleted list of Italy's five most recent prime ministers, with years served as PM",20
Write critical success factors for a proposal to a company called ABC for an Enterprise Application Integration (EAI) effort,24,Critical success factors for ABC's EAI proposal,10
Can you tell me about the Porsche 993 targa?,14,Porsche 993 Targa.,7
