original,original_token_count,compressed,compressed_token_count
What is a humility?,6,What is humility?,4
"Instead of making a peanut butter and jelly sandwich, what else could I combine peanut butter with in a sandwich? Give five ideas.",28,List five PB sandwich fillings other than PB&J,14
Imagine you are part of the city government responsible for urban planning. Write a letter to address the biggest ethical obligation behind a LASER-like system.,32,You are city urban-planning official. Write letter on LASER-like system's biggest ethical obligation,22
How many years did the Pony Express mail delivery service last?,13,How many years did Pony Express operate,8
"Identify which instrument is string or woodwind: Diplica, Kontra",16,"Diplica, Kontra: string or woodwind",11
What are some plastic use reduction ideas,7,Plastic-use reduction ideas,5
What does the distribution of isobars indicate?,11,What do isobar distributions indicate,8
"Imagine you are a mom. Write a talk track for convince your young son, who does not want to stop playing, to leave for school.",31,"Mom: script to persuade your young son, who won’t stop playing, to go to school",24
What is the sign of the kiwi,10,Kiwi sign?,3
Which seventh season episode of Game of Thrones did Alan Taylor direct?,13,Which seventh season episode of Game of Thrones did Alan Taylor direct,12
Why do I have blonde hair?,7,Why do I have blonde hair,6
"Write a beautiful bedtime 5 paragraph story for a 4 years old. The outline of the story is: a small boy, named Jonny goes on an adventure with his family.",39,"Beautiful 5-paragraph bedtime story for 4-year-old about Jonny, small boy, going on adventure with his family",25
"Tell me whether these cities are in Texas: Austin, Houston, New York, Chicago, Miami, Dallas",21,"Are these cities in Texas: Austin, Houston, New York, Chicago, Miami, Dallas",18
What are some good mystery/suspense novels?,12,Recommend good mystery/suspense novels,12
What is a head rowing race?,9,What is head race,4
What is the definition of a moon landing,9,Moon landing definition?,4
What is beta oxidation?,7,What is beta oxidation,6
Can you tell me about the history of sports in Philadelphia?,12,Philadelphia sports history.,4
"Which of these things are commonly included in a golf bag? Putter, Driver, Irons, Golf Tees, Frisbee, Shovel, Curling Iron, Golf Balls",40,"Items commonly in golf bag: Putter, Driver, Irons, Golf Tees, Frisbee, Shovel, Curling Iron, Golf Balls",33
Describe a plan for driving from Florida to New York with some great places to stop with American History.,22,Plan Florida-to-New-York road trip with historic American sites,16
"From the passage provided, extract major material composition of Jupiter",11,"From passage provided, extract major material composition of Jupiter",10
Where is the best place to view the Northern Lights in Europe?,14,Best place to view Northern Lights in Europe,9
Give me a list of basic ingredients for baking cookies,11,List basic ingredients for baking cookies,6
What is the new  record of Javelin throw made by Neeraj Chopra,17,Neeraj Chopra's new javelin throw record,13
"Give me a few recipes you could make with bread, butter, eggs, and cheese where I have a stovetop, toaster, and a frying pan.",37,"Provide few recipes using bread, butter, eggs, cheese; tools: stovetop, toaster, frying pan",24
"Given a reference text about Being There, tell me when the book was published and when a film about the book was created.",27,"From reference text on Being There, provide book's publication year and film's release year",19
Who is Stephen King?,5,Stephen King bio?,4
Who has hosted Saturday Night Live the most in the history of the show?,15,Who has hosted SNL most,6
"Classify each of the following as either round or square shape: wheel, paper napkin, building block, ring, coin, ball, grid, bread, bubble, dice, hula hoop, window, stamp, earth, crossword, tambourine, bagel, keyboard key, cube, letter O.",70,"Classify each as round or square: wheel, paper napkin, building block, ring, coin, ball, grid, bread, bubble, dice, hula hoop, window, stamp, earth, crossword, tambourine, bagel, keyboard key, cube, letter O",64
"There is a movie ""Slow burn"". Can you help me summarize some important points about this movie",21,Slow burn movie: summarize important points,7
Why do people like coffee?,6,Why do people like coffee,5
what was the American Revolutionary War,7,what was American Revolutionary War,6
in which city was the first public opera house opened,10,Where did first public opera house open,7
What makes a good password?,7,Good password criteria?,4
What is the difference between a guitar and bass?,11,Guitar vs bass difference,6
Who gave the slogan of Quit India and Simon Go Back?,13,Who coined Quit India and Simon Go Back slogans,13
Who is Romulo Gallegos?,9,Who is Romulo Gallegos,8
Where does the Golden Retriever originate from?,9,Golden Retriever origin?,5
What is the most popular sport in Brazil?,9,Brazil's most popular sport,6
Which 3 mens tennis players have the most grand slam singles championships?,19,Which 3 mens tennis players have most grand slam singles championships,17
What is the best hotel in Sakleshpur,10,Best hotel in Sakleshpur,7
What are some good sci-fi books I can read?,13,Recommend good sci-fi books,10
How do you care for a dog?,9,How to care for dog,5
"Identify the first run broadcast network (ABC, NBC, or CBS) of the following TV shows:
Castle, Chicago Fire, CSI, ER, Grey's Anatomy, Scandal, Seinfeld, Magnum PI",53,"First-run network (ABC/NBC/CBS) for Castle, Chicago Fire, CSI, ER, Grey's Anatomy, Scandal, Seinfeld, Magnum PI",44
"Which of these are soccer players? Maradona, Joe Biden, Michelle Platini, John Terry, John Oliver, Mike Anderson, Steven Gerrard, Mo Salah, Obama, Michael Jordan",43,"Soccer players: Maradona, Joe Biden, Michelle Platini, John Terry, John Oliver, Mike Anderson, Steven Gerrard, Mo Salah, Obama, Michael Jordan",39
"Tell me some of the rivers that flow through Europe, in alphabetical order.",16,List some European rivers in alphabetical order,8
Why education is so important apart from career opportunity,9,Why is education important beyond career opportunities,7
"Based on this paragraph from Wikipedia, what's the origin of the word Kubernetes?",21,"From this Wikipedia paragraph, Kubernetes' origin",12
If I'm strong in the gym will I be good at rock climbing?,16,Does gym strength translate to rock climbing ability,8
Why do people work?,5,Why do people work,4
which are the must visit places in India?,9,Must-visit places in India,7
"In a concise bulleted list, tell me what audiologists do when they are seeing a patient",22,Concise bulleted list: actions audiologists take during patient visits,16
Tell me a bulleted list of events that happened in this paragraph grouped by year,19,"Bulleted list of events from this paragraph, grouped by year",14
What are the top 5 most expensive luxury brands?,10,Top 5 most expensive luxury brands,6
"Please label which of the following appear in the game Clue as suspects, weapons, or rooms: Atrium, Billiard Room, Colonel Mustard, Conservatory, General Ketchup, Lead Pipe, Mrs. Peacock, Rope",52,"Classify these as Clue suspects, weapons, or rooms: Atrium, Billiard Room, Colonel Mustard, Conservatory, General Ketchup, Lead Pipe, Mrs. Peacock, Rope",45
What do I need to learn how to knit?,10,What do I need to learn to knit,8
What are some popular fantasy book series,7,Popular fantasy series?,4
Do I need to make my bed everyday?,9,Must I make my bed daily,6
"Given these paragraphs, tell me what a recurrent neural network , and how it differs from a convolutional neural network.",31,"From these paragraphs, define RNN and contrast it with CNN",13
Give me a bunch of ways I can keep my house cool in the summer,16,List many ways to keep my house cool in summer,10
What was the White Brigade,5,What was White Brigade,4
"Given this paragraph about Aronia, what is another name for the plant and where were they first cultivated?",22,"From this Aronia paragraph, give plant's alternative name and where it was first cultivated",19
Name a winner of the Fields Medal in mathematics.,12,Name Fields Medal winner,5
Where is Muckle Water?,6,Muckle Water location?,5
What are the best things to do when visiting Los Angeles?,12,Best things to do when visiting Los Angeles,8
Which U.S president had a home called The Hermitage?,15,Which US president had home named Hermitage,9
"Classify each of the following as food, company or both: apple, unilever, avon, mercedez, nestle, meat, rice, penny, pineapple, beans, dm, banana",47,"Classify items as food, company or both: apple, unilever, avon, mercedez, nestle, meat, rice, penny, pineapple, beans, dm, banana",44
What is Bar Method?,5,Bar Method?,3
how many times did India won the cricket world cup,10,India Cricket World Cup wins count,6
What is the best time to study,7,Best time to study,4
"Would you typically find each of the following items in a bathroom, bedroom, kitchen or living room? Couch, pillow, dish soap, bedside table, oven, shower, toilet, coffee table, coffee machine",43,"Would you typically find each of following items in bathroom, bedroom, kitchen or living room? Couch, pillow, dish soap, bedside table, oven, shower, toilet, coffee table, coffee machine",40
"In the anime Saint Seiya, who of the following characters is not the core 5 of the Bronze Saint Cloth: Pegasus Seiya, Dragon Shiryu, Cygnus Hyoga, Andromeda Shun, Phoenix Ikki, Aries Mu, Gemini Saga, Virgo Shaka",72,"Saint Seiya: which of these is not in Bronze Saints’ Core Five: Seiya, Shiryu, Hyoga, Shun, Ikki, Mu, Saga, Shaka",45
"Which of the following races do participants run in? A marathon, a triathlon, an aqua bike?",22,"Which of these races involve running: marathon, triathlon, aqua bike",14
Who were the original Fantastic Four in the comics?,11,Original Fantastic Four (comics),7
Come up with the best way to build a sales pipeline,12,Best way to build sales pipeline,6
"If playing golf, categorize which of the following parts of the course would be considered 'hazards', which would be 'safe', and which would be 'neither': The green, a sand trap, a stream, the fairway, the club house, and the tee box.",74,"Classify golf-course features as hazard, safe, or neither: green, sand trap, stream, fairway, clubhouse, tee box",36
What are the lesser known Jewish holidays?,8,List lesser-known Jewish holidays,6
Give a list of the parts of your physical appearance you would want to change?,17,List parts of your physical appearance you’d change,10
What is K8s?,6,What is K8s?,6
"Given the reference text about The Masters, where is the tournament played and what is the name of the golf course?",23,"From Masters reference text, where is tournament played and what's course called",15
Tell me whether or not these foods are on EWG's dirty dozen list,16,Are these foods on EWG Dirty Dozen list,12
Why is it important to lift weights?,9,Why is lifting weights important,6
Provide a list of names for an inspiring exotic dancer,12,List inspiring exotic dancer names,6
How many total seats are there?,7,Total seats?,3
"Identify which animal is domesticated or wild: Goldfish, Sika deer",17,"Domesticated or wild: Goldfish, Sika deer",12
How to find the area of a rectangle?,10,How to find area of rectangle,6
Extract all the metrics used to measure the performance of IPSTAR from the following paragraph. Present the results in a list separated by commas.,30,Extract IPSTAR performance metrics from following paragraph; present as comma-separated list,21
Conference of Parties (COP) is the supreme body of?,14,COP is supreme body of which treaty,10
How many teams compete in Formula one world championship?,10,How many teams compete in Formula one world championship,9
Which countries became members of NATO between the years of 1999 and 2009?,14,Which countries joined NATO 1999–2009,7
"Tell me whether these are Major League Baseball or National Basketball Association teams: Yankees, Astros, Dodgers, Pirates and Padres.",31,"Classify these teams as MLB or NBA: Yankees, Astros, Dodgers, Pirates, Padres",25
"Choose the word which is different from the rest:  Trunk, Tree, Fruit, Leaf, Flower",20,"Choose word different from rest: Trunk, Tree, Fruit, Leaf, Flower",16
Is Python or Java a better programming language?,11,Python vs Java: which is better,9
What is the mascot of Stanford University?,10,Stanford mascot?,5
Why isn't multi-threading making my Python code faster? How can I fix it.,21,Why doesn't Python threading speed up my code? How can I fix it,17
Can you give me some background on Perez v. Campbell,13,Background on Perez v. Campbell,8
What is a good investment strategy?,8,Best investment strategy?,4
Give me some examples of igneous rocks.,10,Examples of igneous rocks,6
Provide a bulleted list of 5 cool things to do in Europe,15,Bulleted list of 5 cool things to do in Europe,12
Which notable people in this list with surname Liebers were born in the 80s?,18,Which notable Liebers from this list were born in 1980s,12
"Classify the movies based on whether they were released in 2001 or 2002.

Albela, Lagaan, Kabhi Khushi Kabhie Gham, Hum Tumhare Hain Sanam, Devdas, Na Tum Jaano Na Hum",59,"Classify following movies by release year (2001 or 2002): Albela, Lagaan, Kabhi Khushi Kabhie Gham, Hum Tumhare Hain Sanam, Devdas, Na Tum Jaano Na Hum",56
What are all the dates that the Borneo visited Bencoolen written in the format Month Day Year?,22,"List all dates Borneo visited Bencoolen, Month Day Year format",15
When was the wheel invented?,6,Wheel invention date?,4
What is an architecture diagram?,6,Architecture diagram definition?,4
"In a website browser address bar, what does “www” stand for?",16,What does www stand for in URL,7
Extract the teams that Ayrton Senna raced during his Formula One career. Separate them with a comma.,29,Comma-separate Ayrton Senna's F1 teams,19
How many F1 races are there in a year?,12,F1 races per year,5
What problems can expansive soil cause?,7,Expansive soil problems?,7
"From the given text, provide a couple of points on Supreme Court of Iran",16,"From given text, provide couple of points on Supreme Court of Iran",13
What can you learn from living in a foreign country?,12,What can you learn from living abroad,7
Identify and briefly discuss four “commandments” for effective presidential relations with the Congress. Do you think a president needs a good relationship with Congress to be an effective president?,37,Identify and briefly discuss four “commandments” for effective presidential relations with Congress. Do you think president needs good relationship with Congress to be effective president,30
how can we prevent the best river floods?,10,best ways to prevent river floods,7
What are the words of House Merryweather?,9,House Merryweather motto?,5
What are the words of House Mooton?,11,House Mooton motto?,7
What is a block chain?,7,What is blockchain?,4
Did Damien Chazelle direct movies or TV shows first?,13,Did Damien Chazelle direct movies before TV shows,11
What is linux Bootloader,7,What is linux Bootloader,7
What do political scientists mean when they refer to “home-style”?,15,What do political scientists mean by 'home style',11
List some import aspects about location Ljubija in given text,13,List important aspects of Ljubija's location in text,13
Given this paragraph how much do Beavers weigh?,10,Given this paragraph how much do Beavers weigh,9
Why is it important to hug your child?,9,Why is hugging your child important,7
Give me the list of fictional dogs in prose and poetry,12,List fictional dogs in prose and poetry,8
How should I decorate my living room wall? Can you provide some tips and ideas?,17,Living room wall decor: tips and ideas,8
Where is Lugașu de Jos,9,Lugașu de Jos location,8
Why is a higher interest rate on my home worse?,12,Why is higher mortgage rate worse,6
How is Delta Lake related to Apache Spark?,9,Delta Lake–Apache Spark relationship,8
"Find the bird in this list: Aquatic warbler, Tiger, Shark",16,"Bird in list: Aquatic warbler, Tiger, Shark",13
What is Bayes theorem mathematical formula,11,Bayes' theorem formula,9
What is Swift?,4,Swift?,2
Why Phuket is so famous,5,Why Phuket is so famous,5
Which is a species of fish? Oscar or Papa,11,Which fish species: Oscar or Papa,7
What is the universe made of?,7,Universe made of what,4
"Identify which instrument is string or percussion: Cuica, Kokles",16,"Cuica, Kokles: string or percussion",11
What are the words of House Marbrand?,9,House Marbrand motto?,5
What is the difference between a piano and a guitar?,13,Piano vs guitar differences,6
How can listening to music attentively influence you?,10,How does attentive music listening affect you,7
What is the difference between ADLS Gen 1 and 2?,12,ADLS Gen1 vs Gen2 differences,10
Provide a possible jurisdiction section for a federal civil rights complaint leaving blanks for the location.,20,Draft jurisdiction section for federal civil rights complaint; leave location blank,12
"Write an opening passage to a story that is based on a world where cloning is rampant, in the style of dark humor.",32,"Opening passage for story set in world with rampant cloning, dark humor",17
What is the main language spoken in Latin America?,10,Main language in Latin America,5
What is the best way to make Indian ginger tea?,11,Best way to make Indian ginger tea,7
Name some famous breweries in Seattle,9,Famous Seattle breweries,6
I want to get in shape. What nutrition and exercise program should I follow?,16,I want to get in shape. Recommend nutrition and exercise program,15
"Given a reference text about David Moses ben Meir Dyte, tell me what he is known for.",26,"From reference text on David Moses ben Meir Dyte, what is he known for",21
How many U.S. President were lawyers?,10,How many US presidents were lawyers,7
what is Kubernetes?,8,Kubernetes?,6
"In the series A Song of Ice and Fire, who is the founder of House Redwyne?",20,"In ASOIAF, who founded House Redwyne",12
"Given this paragraph about speed limits, what was first law regulating speed limits in UK, when was it enacted and what speed limits it set.",31,"From this paragraph on speed limits, identify first UK speed-limit law, its enactment date, and limits it set",26
Extract interconnection technologies used to create a regular working system.,13,List interconnection technologies used to build standard system,9
Which is a species of fish? Mola mola or Molar,16,Which fish species: Mola mola or Molar,12
what are the 5 skandhas?,10,5 skandhas?,7
What is a jet engine?,7,What is jet engine,4
Is wolf a domestic or a wild animal?,13,Is wolf domestic or wild,7
Who was Pythagoras?,10,Who was Pythagoras?,10
What is FedRAMP?,6,Explain FedRAMP.,5
What is caffeine?,4,Caffeine?,4
Where is Cabomba sometimes used for decoration but also utility?,13,Where is Cabomba used for decoration and utility,10
What is a protractor?,8,Protractor definition,4
How do you make an Old Fashioned Cocktail?,11,How to make Old Fashioned,7
"Which of the following grow on trees?: apples, lemons, potatoes, carrots",18,"Which of following grow on trees?: apples, lemons, potatoes, carrots",17
Who was Amilcare Ponchielli?,9,Amilcare Ponchielli?,7
Who invented the game of basketball?,7,Who invented basketball?,4
Is Davos worth traveling?,8,Is Davos worth traveling,7
Why do babies cry so much?,7,Why do babies cry so much,6
What started World War 1?,6,What started World War 1,5
Which U.S. wine company produces the most wine in the United States?,16,Which U.S. wine company is top domestic wine producer,12
Malibamat'so River,8,Malibamat'so River,8
"Identify which instrument is string or percussion: Riq, Surbahar",16,"Classify as string or percussion: Riq, Surbahar",14
"What is the typical color of each of following objects: stop sign, school bus, traffic cone, pickle, banana, tooth?",27,"Typical color for: stop sign, school bus, traffic cone, pickle, banana, tooth",20
Help summarize Dallas Cowboys,6,Help summarize Dallas Cowboys,6
Why is breaking up so hard to do?,9,Why is breaking up so hard to do,8
"Imagine that one day, a universally acknowledged property of time is bended. What is that property? Write about the new world under that setting.",32,Imagine day when time's universally acknowledged property is bended. What property? Describe new world under this setting,25
Q: What do I do if I get a rash or other reaction to hand sanitizer? What do I do if I have been exposed to contaminated hand sanitizer?,45,What to do if I get rash or reaction to hand sanitizer; what to do if I have been exposed to contaminated hand sanitizer,37
Where is Koenigsfeld,7,Koenigsfeld location,6
Which member of *NSYNC was a replacement for another who quit before they got big?,20,Which member of *NSYNC replaced member who quit before they got big,15
What is Rhaeboceras,8,Rhaeboceras?,7
Give me a list of 7 continents in the world in alphabetical order.,17,List 7 continents in alphabetical order,8
What is recency bias?,6,Recency bias?,4
What is one of your favorite hobbies?,8,One of your favorite hobbies,5
What does it mean to be customer obsessed or achieve customer obsession?,13,"What does customer obsession mean, and how to achieve it",11
"Tell me whether these terms are related to tennis, hockey, or basketball: alley oop, snap shot, serve, backhand shot, lay up, drop shot.",35,"Classify these terms by sport (tennis, hockey, basketball): alley oop, snap shot, serve, backhand shot, lay up, drop shot",35
"Given the following paragraph about politicians, who was the last surviving person to have been a member of the Irish House of Commons?",28,"From following politicians paragraph, who was last surviving former Irish House of Commons member",17
Why is it important to vote?,7,Why vote matters?,4
Explain to me why people decide to go vegan.,10,Explain why people decide to go vegan,7
"Identify which instrument is string or percussion: Kakko, Akonting",17,"Kakko, Akonting: string or percussion",12
List the people who voiced Yogi Bear in the 1980s.,15,"Yogi Bear voice actors, 1980s",9
"Tell me whether this is a list of flowers or trees: oak, aspen, fir, maple, and redwood.",27,"Flowers or trees: oak, aspen, fir, maple, redwood",16
"Classify each of the following activities as ""active"" or ""lazy"": Running, jogging, biking, watching TV, drinking beer, laying down, lifting weights",39,"Classify activities as active or lazy: Running, jogging, biking, watching TV, drinking beer, laying down, lifting weights",30
Explain Business Intelligence,5,Explain Business Intelligence,5
"Which of these words are nouns and which are adjectives. Fridge, wipe, bed, chair, jump, yell, sleep, fruit and talk.",35,"Nouns vs adjectives: Fridge, wipe, bed, chair, jump, yell, sleep, fruit, talk",29
Why is it so hard to predict which teams will make the Men's College Basketball Final Four?,20,Why is predicting Final Four teams in men's college basketball so hard,15
Would my landlord allow me to have my dog living at the house?,14,Can my landlord allow me to keep dog at house,10
3 Best TV series in the World,7,Top 3 TV series worldwide,5
How do I keep great oral health?,8,How to maintain optimal oral health,6
Give me a list of the five best selling consoles of all time with amount of units sold,20,"Top 5 selling consoles of all time, units sold",11
Where should I go for vacation?,7,Vacation spots?,3
Why do some people select private schools over public schools?,11,Why do some people select private schools over public schools,10
How does a push rod internal combustion engine work?,11,How does push rod internal combustion engine work,8
"Given a reference text about the incudomalleolar joint, tell me its main function.",20,"From reference on incudomalleolar joint, state its main function",14
What do redshifts tell astronomers?,10,What do redshifts tell astronomers,9
What is a SuperDisk?,8,What is SuperDisk?,6
"Which of these foods are likely to cause allergic reactions among humans: milk, peanuts, rice, grapes, wheat, lettuce, mint.",29,"Which of milk, peanuts, rice, grapes, wheat, lettuce, mint are likely allergens in humans",24
Annapolis is the capital city of which state?,10,Annapolis capital of which state,6
What is GitHub Actions?,7,What is GitHub Actions,6
what is elasticsearch?,5,What is Elasticsearch?,6
What types of ritual use Ayahuasca?,10,Ayahuasca ritual uses?,7
Who sold more CDs in 2016 than Beyonce?,12,Who sold more CDs in 2016 than Beyonce,11
What is Holi?,5,What is Holi?,5
Which river can you hike in Utah?,8,Which Utah river can you hike,6
What is the typical math curriculum for a 5th grader,13,Typical 5th-grade math curriculum,8
"Considering Austin is in the central region of Texas, which of these places are in east, west, north and south. Houston, Dallas, San Antonio, Fredericksburg, El Paso, Corpas Christi, Galveston, South Padre, Lubbock.",57,"Austin central TX; classify these cities by East/West/North/South: Houston, Dallas, San Antonio, Fredericksburg, El Paso, Corpas Christi, Galveston, South Padre, Lubbock",49
Why do you get dental erosion?,7,Why does dental erosion occur,5
Write a compelling short story,6,Write compelling short story,4
"Identify which instrument is string or percussion: Rakatak, K'ni",18,"String or percussion: Rakatak, K'ni",13
"In climbing, what is a hand jam?",10,What is hand jam in climbing,6
What's the most impressive thing happened in the world since you were born?,16,What's most impressive world event since you were born,11
Is the recording of a person's last words reliable?,14,Are recordings of person's last words reliable,9
Extract the most famous songs of the slashtones in a comma separated list.,22,"List Slashtones' most famous songs, comma-separated",19
"From the passage provided, extract when Gandhi moved to South Africa",12,"From passage, extract Gandhi's South Africa move date",11
"Identify which animal species is alive or extinct: Procoptodon, Polar Bear",18,"Alive or extinct: Procoptodon, Polar Bear",13
What's the best way to cook a soft-boiled egg?,15,Best way to soft-boil egg,9
Please list down some key points  regarding governance system of Portland from the given text,15,List key points on Portland's governance system from provided text,12
"Given the following paragraph about Latin Text, what does ""Dona nobis pacem"" mean in English?",22,"From Latin Text paragraph, what does 'Dona nobis pacem' mean in English",19
What does your vacation rental have to offer?,9,What does your vacation rental offer,6
What is a Haiku?,7,What is Haiku,4
What is the best way to lose weight?,9,Best way to lose weight,5
Name the top scorer in NBA history.,9,NBA all-time top scorer,7
Who is Jon Bon Jovi,6,Who is Jon Bon Jovi,6
Extract the name of the founder of Salesforce from the text,11,Extract Salesforce founder's name from text,8
How food insecurity can lead to obesity. How can teachers help alleviate food insecurity if they identify this problem in children’s families?,30,Explain how food insecurity causes obesity; outline teachers' actions to alleviate it when identified in students' families,22
Why Interlaken is famous,6,Why Interlaken is famous,6
List 3 cities on the east coast of Australia.,10,List 3 east-coast Australian cities,7
Why is it important to brush and floss your teeth everyday?,12,Why is daily brushing and flossing important,9
What can be done to resolve issues with climate change,10,What actions resolve climate change issues,6
Q: Am I at risk for serious complications from COVID-19 if I smoke cigarettes?,20,Am I at risk of serious COVID-19 complications from smoking cigarettes,14
"Create an itinerary for 3 days in Park City Utah that is good for children and adults. Include hotels, food options, one day of skiing and activities.",31,"3-day Park City, UT itinerary for kids and adults; include hotels, dining options, 1 day skiing, and activities",25
"Based on the paragraph below, how much did Beyonce earn in 2013 - 2014",18,"From paragraph below, how much did Beyonce earn in 2013–2014",15
"Given this paragraph that describes the country of Peru, what is its population size?",16,Peru paragraph: population size,5
What would make my tzatziki sauce truly exceptional?,14,How to make tzatziki sauce exceptional,11
"What band sang ""Clint Eastwood""?",12,Which band sang Clint Eastwood,7
"Who wrote the book ""The 7 Habits of Highly Effective Families"" ?",17,"Author of 'The 7 Habits of Highly Effective Families'?""",15
How to write a college essay?,8,How to write college essay,5
What do you need when you see a blue flag during the race?,15,Blue flag during race: what do you need,9
Is weightlifting good for you?,9,Weightlifting good for you,6
"Classify which item is a fake color out of this set: blue, green, sheep, red, orange",23,"Which is fake color in: blue, green, sheep, red, orange",15
"classify each of these as either computer software or hardware: RAM, SSD, keyboard, mouse, trackpad, python, R, Scala, Google, Gmail, Figma, camera, screen",45,"Classify each as computer software or hardware: RAM, SSD, keyboard, mouse, trackpad, python, R, Scala, Google, Gmail, Figma, camera, screen",42
How long was the Nazi German battleship Bismarck active during WWII?,15,How long was Bismarck active in WWII,9
Who built Sigiriya fortress in Sri Lanka?,11,Who built Sigiriya fortress in Sri Lanka,10
What is database meaning?,5,Database meaning?,3
"Identify which car manufacturer is Chinese or American: Jeep, Karry",14,Are Jeep and Karry Chinese or American,8
how much traffic actually is drawn to this page and how long to user spend reading and hovering over this paragraph? What regions around the world does this traffic stem from?,34,Page traffic; dwell time on this paragraph (read/hover); geographic origins of traffic,19
Who saved Andromeda from the sea monster,10,Who saved Andromeda from sea monster,9
Write a story with a moral lesson at the end?,13,Write story with final moral,5
Where is Sugarloaf mountain located?,10,Sugarloaf Mountain location?,8
Who is best Michael Schumacher or Hamilton,8,Who is best Michael Schumacher or Hamilton,8
Who are Gaunt's Ghosts?,10,Who are Gaunt's Ghosts,9
What is the effective interest rate (EIR)?,11,What is effective interest rate (EIR),9
What is Agent Fox Mulder's badge number?,11,Agent Fox Mulder badge number,6
Write a short story about a revolution for decentralisation against an evil government set in a dystopian future where cryptocurrencies prevail.,30,Write short story about revolution for decentralisation against evil government in dystopian future where cryptocurrencies prevail,21
What is the largest fresh water lake?,8,Largest freshwater lake?,7
Please write a thank you message for a jeans day pass donated by a parent to a teacher,22,Please write thank you message for jeans day pass donated by parent to teacher,14
What is Sauvignon blanc?,5,What is Sauvignon blanc,4
List the Pixar movies that were nominated for Academy Awards but did not win.,19,List Pixar films that were Oscar-nominated but did not win,16
Do George Lucas and Steven Spielberg know each other?,11,Do Lucas and Spielberg know each other,8
"Tell me whether these athletes play or have played in the National Football League (NFL) or the National Basketball Association (NBA): Kobe Bryant, Kawhi Leonard, LeBron James, Larry Bird, Michael Jordan",47,"NFL or NBA status: Kobe Bryant, Kawhi Leonard, LeBron James, Larry Bird, Michael Jordan",24
Give me a list of 3 hobbies that are good for your health and inexpensive,16,"List 3 healthy, inexpensive hobbies",6
Is it better to live in the city or the suburbs?,14,City or suburbs: which is better to live,10
Who are U2,4,Who are U2,4
What does RAND Corporation do?,7,RAND Corporation activities?,5
"Which of these is bigger than a breadbox?

Dog, cat, mouse, hydrogen atom, tree, spider, Jupiter, credit card, baseball, basketball, bus, the statue of liberty, a meteorite, an asteroid, Elvis",53,"Which of these is bigger than breadbox: dog, cat, mouse, hydrogen atom, tree, spider, Jupiter, credit card, baseball, basketball, bus, Statue of Liberty, meteorite, asteroid, Elvis",49
Give me 10 reasons why people dance,7,10 reasons people dance,4
Extract out some details about Hair of the Dog Brewing Company brewery from given paragraph,16,Extract details about Hair of Dog Brewing Company from paragraph,11
what is north america,5,North America definition,3
"Extract from the text what are the Proteins functions in the organism, and separate them with a comma,",25,"From text, extract organism protein functions, comma-separated",17
What is the best recipe for moonshine,10,Best moonshine recipe?,7
"Who is the primary male protagonist on the TV show ""The X-Files""?",19,Who is primary male protagonist on X-Files,11
How do you motivate and focus a team to exceed expectations during a terrible economic downturn?,20,Motivate and focus team to exceed expectations in terrible economic downturn,13
Which is a species of fish? Plaice or Place,12,Which is species of fish? Plaice or Place,10
Extract the names of the the Handler family from these passages,13,Extract Handler family names from these passages,9
What are some good places to visit in and around Austin?,12,Good places to visit in and around Austin,8
What does it mean for something to be compostable?,11,What does compostable mean,5
"From the passage provided, what does Adam M. Grant do?",13,What does Adam M. Grant do in passage,9
What is the Firefly Music Festival?,9,What is Firefly Music Festival,7
What is the main tax benefit of a Roth IRA and 401K?,17,Main tax benefit of Roth IRA and 401(k),13
What are some common types of snake plants?,9,Snake plant varieties?,4
Running a business is tough and there will always be problems in the market.  Make the case to a skeptical colleague as to why private sector managers should devote attention and energy to being a steward of the institutions of capitalism. Please include citations for Jonathan Haidt.,59,Running business is tough; markets have problems. Argue to skeptical colleague why private-sector managers should devote attention and energy to stewarding institutions of capitalism. Include Jonathan Haidt citations,43
"List the ten episode titles from the third season of ""Game of Thrones"" in broadcast order.",20,List 10 Season 3 Game of Thrones episode titles in broadcast order,12
can i run for president?,7,can i run for president,6
Can you give me a short summary of the follow paragraph about the history of electronic music?,19,Summarize briefly following paragraph on electronic music history,10
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,23,Summarize history of Key Lime Pie without direct quotes,12
What is enriched air and why would divers dive with enriched air?,15,What is enriched air and why do divers use it,11
Who won the 149th Boat Race?,9,149th Boat Race winner,6
"In the series A Song of Ice and Fire, who is the founder of House Martell?",19,Who founded House Martell in ASOIAF,10
What were the first ten states to enter the union of the United States?,16,Which were first ten states admitted to Union,9
What is the name of the New England professional football team?,12,New England pro football team name,6
What percentage of Manewra's population work for the government?,15,What percent of Manewra population works for government,11
What are 5 different edible uses for Tomatoes?,12,5 edible uses for tomatoes,5
How many titles have Liverpool won?,7,How many titles have Liverpool won,6
Is a Hot dog a sandwich?,10,Is hot dog sandwich,5
Who is the greatest artist of all time?,9,Greatest artist of all time,6
"Identify which animal species is alive or extinct: Spinosaurus, Common Bottlenose Dolphin",20,"Alive or extinct: Spinosaurus, Common Bottlenose Dolphin",15
